00:03:28.118	208.118	00:03:30.829	210.829	00:00:02.711	2.711	They got peanuts by the bunch.
00:03:32.423	212.423	00:03:33.474	213.474	00:00:01.051	1.051	At the farm
00:03:33.914	213.914	00:03:36.558	216.558	00:00:02.644	2.644	They got bunches of potatoes.
00:03:36.677	216.677	00:03:38.304	218.304	00:00:01.627	1.627	And whatsaname peanuts.
00:03:39.762	219.762	00:03:46.830	226.83	00:00:07.068	7.068	They got what’s it pumpkin and all
00:03:47.219	227.219	00:03:49.406	229.406	00:00:02.187	2.187	They brought it to us and put it down
00:03:53.728	233.728	00:03:55.847	235.847	00:00:02.119	2.119	Don’t go [you can’t go] walkabout now old man. 
00:03:55.864	235.864	00:03:56.728	236.728	00:00:00.864	0.864	My son-in-law.
00:03:57.287	237.287	00:03:59.287	239.287	00:00:02.000	2.0	You siddown with her  [Sally] in one place.
00:04:00.321	240.321	00:04:03.185	243.185	00:00:02.864	2.864	I have to go this way because the whiteman is asking me
00:04:03.931	243.931	00:04:05.728	245.728	00:00:01.797	1.797	I’m working for the whiteman.
00:04:06.728	246.728	00:04:09.219	249.219	00:00:02.491	2.491	The old man stayed there now.
00:04:09.694	249.694	00:04:11.321	251.321	00:00:01.627	1.627	We stayed put.
00:04:15.236	255.236	00:04:18.032	258.032	00:00:02.796	2.796	He left us now, my father.     
00:04:18.355	258.355	00:04:20.813	260.813	00:00:02.458	2.458	I had only my mother. 
00:04:22.626	262.626	00:04:24.728	264.728	00:00:02.102	2.102	I stayed with the old man.
00:04:25.423	265.423	00:04:28.338	268.338	00:00:02.915	2.915	What did he recall, that old man?  
00:04:28.694	268.694	00:04:31.355	271.355	00:00:02.661	2.661	I have to go back upriver.
00:04:33.762	273.762	00:04:34.863	274.863	00:00:01.101	1.101	What?
00:04:35.931	275.931	00:04:39.321	279.321	00:00:03.390	3.39	To Fremantle Farm, he said to me. 
00:04:40.847	280.847	00:04:43.237	283.237	00:00:02.390	2.39	I am leaving you now, I’ll come back later.
00:04:43.830	283.83	00:04:45.728	285.728	00:00:01.898	1.898	He went that way now, upriver.
00:04:48.541	288.541	00:04:51.965	291.965	00:00:03.424	3.424	He was sick now, that old man.
00:04:53.305	293.305	00:04:54.881	294.881	00:00:01.576	1.576	He was sick
00:04:58.372	298.372	00:05:00.711	300.711	00:00:02.339	2.339	What was his skin? 
00:05:06.897	306.897	00:05:07.677	307.677	00:00:00.780	0.78	Jabija [skin]
00:05:13.592	313.592	00:05:14.626	314.626	00:00:01.034	1.034	He was sick now  [Kriol-Wardaman]
00:05:18.830	318.83	00:05:19.898	319.898	00:00:01.068	1.068	That old man
00:05:22.490	322.49	00:05:26.558	326.558	00:00:04.068	4.068	We stayed on – he died.
00:05:27.745	327.745	00:05:31.355	331.355	00:00:03.610	3.61	They didn’t tell us.
00:05:31.397	331.397	00:05:32.465	332.465	00:00:01.068	1.068	About that old man.
00:05:33.694	333.694	00:05:36.864	336.864	00:00:03.170	3.17	They only  told us later.
00:05:37.626	337.626	00:05:40.066	340.066	00:00:02.440	2.44	When the old man died.
00:05:41.490	341.49	00:05:45.965	345.965	00:00:04.475	4.475	We cried for the old man. 
00:05:49.202	349.202	00:05:51.694	351.694	00:00:02.492	2.492	I was working [by] that time.
00:05:52.593	352.593	00:05:58.881	358.881	00:00:06.288	6.288	I followed the old ladies to the laundry.  
00:06:00.151	360.151	00:06:01.541	361.541	00:00:01.390	1.39	I was working.
00:06:02.627	362.627	00:06:07.915	367.915	00:00:05.288	5.288	They went to the whatsit house, I followed them.
00:06:09.609	369.609	00:06:10.915	370.915	00:00:01.306	1.306	I’d gotten big now.
00:06:11.829	371.829	00:06:13.982	373.982	00:00:02.153	2.153	Another old man took a liking to me.
00:06:16.881	376.881	00:06:18.999	378.999	00:00:02.118	2.118	[repeats]
00:06:19.762	379.762	00:06:24.576	384.576	00:00:04.814	4.814	Hew’d come from Borroloola, he took a liking to me.
00:06:25.677	385.677	00:06:27.169	387.169	00:00:01.492	1.492	You two stay (together) now.
00:06:28.440	388.44	00:06:29.796	389.796	00:00:01.356	1.356	Another old man.
00:06:30.592	390.592	00:06:31.864	391.864	00:00:01.272	1.272	My son-in-law.
00:06:32.728	392.728	00:06:34.135	394.135	00:00:01.407	1.407	My father said to me. 
00:06:35.457	395.457	00:06:37.982	397.982	00:00:02.525	2.525	My father.
00:06:38.559	398.559	00:06:43.694	403.694	00:00:05.135	5.135	He said to me, don’t leave that old man on his own, you two stay [together].
00:06:44.982	404.982	00:06:47.033	407.033	00:00:02.051	2.051	I stayed with him now.
00:06:47.423	407.423	00:06:49.067	409.067	00:00:01.644	1.644	For good, now, with that old man.
00:06:50.168	410.168	00:06:51.694	411.694	00:00:01.526	1.526	I `found’ a child.
00:06:52.999	412.999	00:06:54.151	414.151	00:00:01.152	1.152	My child.
00:06:58.134	418.134	00:06:59.151	419.151	00:00:01.017	1.017	Domawug
00:07:00.677	420.677	00:07:01.778	421.778	00:00:01.101	1.101	I found her.
00:07:05.084	425.084	00:07:06.507	426.507	00:00:01.423	1.423	We stayed on….
00:07:08.440	428.44	00:07:09.660	429.66	00:00:01.220	1.22	He took me to the hospital.
00:07:11.846	431.846	00:07:13.643	433.643	00:00:01.797	1.797	I had a little girl.
00:07:16.508	436.508	00:07:17.779	437.779	00:00:01.271	1.271	My child.
00:07:19.101	439.101	00:07:20.016	440.016	00:00:00.915	0.915	then
00:07:23.592	443.592	00:07:26.592	446.592	00:00:03.000	3.0	I came back with a child, I had it.
00:07:27.881	447.881	00:07:28.745	448.745	00:00:00.864	0.864	To Manbulloo
00:07:30.745	450.745	00:07:35.017	455.017	00:00:04.272	4.272	Some men arrived also at that time.
00:07:35.711	455.711	00:07:38.558	458.558	00:00:02.847	2.847	Where they were moving [Eng.] from Delamere
00:07:38.881	458.881	00:07:41.152	461.152	00:00:02.271	2.271	They came from Delamere  
00:07:42.576	462.576	00:07:43.830	463.83	00:00:01.254	1.254	My old grandfather
00:07:45.677	465.677	00:07:46.627	466.627	00:00:00.950	0.95	My grandmother.
00:07:47.457	467.457	00:07:50.694	470.694	00:00:03.237	3.237	Maybe old man Darlunggag lost his wife 
00:07:52.253	472.253	00:07:53.135	473.135	00:00:00.882	0.882	He came
00:07:53.542	473.542	00:07:57.745	477.745	00:00:04.203	4.203	Gin.gina and Ngabijiji were there
00:07:58.813	478.813	00:08:02.440	482.44	00:00:03.627	3.627	They left many of us there 
00:08:04.440	484.44	00:08:08.914	488.914	00:00:04.474	4.474	They left many of us there 
00:08:09.948	489.948	00:08:13.965	493.965	00:00:04.017	4.017	At that time they were drinking alcohol, you know, alcohol
00:08:16.083	496.083	00:08:18.049	498.049	00:00:01.966	1.966	They went to town, you know?
00:08:19.016	499.016	00:08:20.779	500.779	00:00:01.763	1.763	The husband of Gin.gina
00:08:23.524	503.524	00:08:27.084	507.084	00:00:03.560	3.56	This last husband of hers
00:08:27.474	507.474	00:08:30.508	510.508	00:00:03.034	3.034	This bunch, Majiwarn’s and others’ father
00:08:31.982	511.982	00:08:34.728	514.728	00:00:02.746	2.746	He’d go to town and come back drunk.
00:08:35.660	515.66	00:08:38.219	518.219	00:00:02.559	2.559	He brought alcohol back to Gin.gina . 
00:08:39.101	519.101	00:08:43.016	523.016	00:00:03.915	3.915	Oh, why have you brought grog for her, old man, I said to him.
00:08:43.813	523.813	00:08:45.524	525.524	00:00:01.711	1.711	Well, you go now
00:08:46.287	526.287	00:08:51.203	531.203	00:00:04.916	4.916	You can’t sit here with Gin.gina, he said to me about Gin.gina
00:08:52.202	532.202	00:08:55.321	535.321	00:00:03.119	3.119	O OK  I’ll go home
00:08:56.152	536.152	00:08:58.372	538.372	00:00:02.220	2.22	I’ll go home to the old ladies
00:08:58.559	538.559	00:09:01.474	541.474	00:00:02.915	2.915	Old woman Yadurrgu had come from East Arm
00:09:02.236	542.236	00:09:04.999	544.999	00:00:02.763	2.763	At the time I was stopping with that old woman
00:09:06.236	546.236	00:09:08.050	548.05	00:00:01.814	1.814	That old man went to work  
00:09:09.440	549.44	00:09:13.575	553.575	00:00:04.135	4.135	He cooked tucker, meat for them in the stockcamp, stew and all 
00:09:18.168	558.168	00:09:21.067	561.067	00:00:02.899	2.899	He brought it for me and put it down
00:09:22.236	562.236	00:09:23.762	563.762	00:00:01.526	1.526	The two of us were living…
00:09:24.016	564.016	00:09:26.270	566.27	00:00:02.254	2.254	She was getting bigger (on me).
00:09:27.202	567.202	00:09:31.507	571.507	00:00:04.305	4.305	For her mother, I stayed with her
00:09:34.948	574.948	00:09:36.626	576.626	00:00:01.678	1.678	Gin.gina said to me
00:09:37.745	577.745	00:09:39.355	579.355	00:00:01.610	1.61	Let’s you and me drink grog!
00:09:40.685	580.685	00:09:45.279	585.279	00:00:04.594	4.594	No, I don’t want to, I won’t drink grog.
00:09:46.050	586.05	00:09:48.728	588.728	00:00:02.678	2.678	you two drink it, I said to her
00:09:49.914	589.914	00:09:54.474	594.474	00:00:04.560	4.56	They gave you and your husband, you drink that grog, not me
00:09:54.541	594.541	00:09:56.592	596.592	00:00:02.051	2.051	What are you saying to me?
00:10:00.948	600.948	00:10:03.083	603.083	00:00:02.135	2.135	I’m not going to drink it, I said to her 
00:10:04.914	604.914	00:10:06.490	606.49	00:00:01.576	1.576	Old man might smell (it on) me
00:10:07.507	607.507	00:10:11.372	611.372	00:00:03.865	3.865	that marluga too him drinkim
00:10:11.897	611.897	00:10:16.457	616.457	00:00:04.560	4.56	All right, I’m not going to drink grog I said to her
00:10:17.067	617.067	00:10:21.541	621.541	00:00:04.474	4.474	I have a child, I’ve got a child, I said to her
00:10:22.524	622.524	00:10:29.422	629.422	00:00:06.898	6.898	I drank grog then, a little bit of beer
00:10:29.643	629.643	00:10:31.084	631.084	00:00:01.441	1.441	They gave me beer. 
00:10:31.338	631.338	00:10:33.219	633.219	00:00:01.881	1.881	I drank grog, yes
00:10:33.999	633.999	00:10:35.812	635.812	00:00:01.813	1.813	I drank beer now
00:10:37.152	637.152	00:10:41.508	641.508	00:00:04.356	4.356	I’d try going shopping, now, maybe I’d go
00:10:45.457	645.457	00:10:49.389	649.389	00:00:03.932	3.932	We’d go shopping, we’d come back
00:10:50.050	650.05	00:10:53.525	653.525	00:00:03.475	3.475	They’d bring us back in a motorcar
00:10:53.711	653.711	00:10:56.490	656.49	00:00:02.779	2.779	They bring us and let us off at Manbulloo.
00:10:58.135	658.135	00:11:00.931	660.931	00:00:02.796	2.796	We stayed put there.
00:11:08.406	668.406	00:11:11.762	671.762	00:00:03.356	3.356	Then I drank grog.
00:11:14.677	674.677	00:11:15.812	675.812	00:00:01.135	1.135	A lot?
00:11:16.134	676.134	00:11:17.100	677.1	00:00:00.966	0.966	A lot now
00:11:19.456	679.456	00:11:21.473	681.473	00:00:02.017	2.017	Where did the child stay?
00:11:21.677	681.677	00:11:23.660	683.66	00:00:01.983	1.983	The child stayed with my mother.
00:11:25.965	685.965	00:11:28.168	688.168	00:00:02.203	2.203	I’m going to go for grog, I’m going to drink
00:11:28.592	688.592	00:11:29.931	689.931	00:00:01.339	1.339	I’m going to drink  now.
00:11:32.355	692.355	00:11:35.117	695.117	00:00:02.762	2.762	I gave the child to my mother
00:11:36.474	696.474	00:11:39.847	699.847	00:00:03.373	3.373	Keep the child for me, I’m going to go and drink grog.
00:11:40.864	700.864	00:11:44.847	704.847	00:00:03.983	3.983	I’m going to go drink grog-
00:11:45.304	705.304	00:11:48.660	708.66	00:00:03.356	3.356	And old woman mommy drank grog too.
00:11:51.288	711.288	00:11:53.525	713.525	00:00:02.237	2.237	My mother drank grog.
00:11:58.016	718.016	00:11:58.846	718.846	00:00:00.830	0.83	
00:12:02.457	722.457	00:12:07.152	727.152	00:00:04.695	4.695	Coming back from drinking grog, they’d cajole me
00:12:09.101	729.101	00:12:11.304	731.304	00:00:02.203	2.203	Ah, this young girl is coming for grog.
00:12:12.067	732.067	00:12:13.762	733.762	00:00:01.695	1.695	Ah, go on, I’d say to him.
00:12:15.049	735.049	00:12:18.456	738.456	00:00:03.407	3.407	Maybe you don’t like these young girls?       
00:12:21.050	741.05	00:12:23.050	743.05	00:00:02.000	2.0	And after that whatsit now
00:12:26.117	746.117	00:12:28.795	748.795	00:00:02.678	2.678	They got jealous of/for my husband
00:12:32.965	752.965	00:12:35.236	755.236	00:00:02.271	2.271	He comes to look around.
00:12:35.677	755.677	00:12:38.897	758.897	00:00:03.220	3.22	To cajole you, to cajole you.
00:12:39.575	759.575	00:12:41.830	761.83	00:00:02.255	2.255	They told their husbands
00:12:49.219	769.219	00:12:50.304	770.304	00:00:01.085	1.085	What’s the trouble?
00:12:51.525	771.525	00:12:56.288	776.288	00:00:04.763	4.763	No, it’s you they’re jealous of, they said to me.  
00:12:57.355	777.355	00:12:59.423	779.423	00:00:02.068	2.068	Everybody’s husband, what for?
00:13:00.084	780.084	00:13:02.914	782.914	00:00:02.830	2.83	I don’t chase all the men around here.
00:13:03.559	783.559	00:13:06.525	786.525	00:00:02.966	2.966	I sit and drink by myself.
00:13:09.525	789.525	00:13:11.339	791.339	00:00:01.814	1.814	We fought then
00:13:11.372	791.372	00:13:12.711	792.711	00:00:01.339	1.339	They wanted to fight with me.
00:13:17.118	797.118	00:13:23.067	803.067	00:00:05.949	5.949	now, my husband’s been teaching you.
00:13:26.440	806.44	00:13:29.880	809.88	00:00:03.440	3.44	I went home and told my old man.
00:13:30.728	810.728	00:13:34.304	814.304	00:00:03.576	3.576	Ah, the women are jealous of me now, when I went there
00:13:34.660	814.66	00:13:36.694	816.694	00:00:02.034	2.034	To drink grog
00:13:37.372	817.372	00:13:39.304	819.304	00:00:01.932	1.932	With my mother I talked to him.
00:13:40.271	820.271	00:13:46.288	826.288	00:00:06.017	6.017	Oh bring the child back to me, I brought the child home and put her there. [with mother]
00:13:47.185	827.185	00:13:52.355	832.355	00:00:05.170	5.17	They went and informed the old man, they went to Manbulloo Station  [old man=Ben]
00:13:53.168	833.168	00:13:56.948	836.948	00:00:03.780	3.78	your wife is crazy
00:13:58.457	838.457	00:14:05.033	845.033	00:00:06.576	6.576	What’s it, she’s looking at our husbands
00:14:06.118	846.118	00:14:08.406	848.406	00:00:02.288	2.288	
00:14:09.727	849.727	00:14:10.711	850.711	00:00:00.984	0.984	We fought now!
00:14:11.372	851.372	00:14:23.661	863.661	00:00:12.289	12.289	I walked home
00:14:25.254	865.254	00:14:28.271	868.271	00:00:03.017	3.017	They came after me now making noise, angry
00:14:31.576	871.576	00:14:34.915	874.915	00:00:03.339	3.339	And I, `who wants to fight me’, I saID
00:14:35.779	875.779	00:14:40.050	880.05	00:00:04.271	4.271	NO, you, for that boyfriend of yours
00:14:42.542	882.542	00:14:43.694	883.694	00:00:01.152	1.152	I’m gonna hit you.  
00:14:44.338	884.338	00:14:47.372	887.372	00:00:03.034	3.034	Well, come on, let’s fight, I said to her
00:14:49.254	889.254	00:14:50.270	890.27	00:00:01.016	1.016	Who was that?
00:14:50.644	890.644	00:14:53.796	893.796	00:00:03.152	3.152	
00:14:56.660	896.66	00:15:02.016	902.016	00:00:05.356	5.356	Come  no  yeah
00:15:02.694	902.694	00:15:04.287	904.287	00:00:01.593	1.593	[SW: his name was Gingangung – Sarah was his wife, SW said later]
00:15:07.508	907.508	00:15:09.542	909.542	00:00:02.034	2.034	She was jealous of my `granny’. 
00:15:10.982	910.982	00:15:15.660	915.66	00:00:04.678	4.678	My `granny’ is not my boyfriend!
00:15:20.067	920.067	00:15:22.626	922.626	00:00:02.559	2.559	You two go over that way! I said to her.
00:15:25.203	925.203	00:15:26.694	926.694	00:00:01.491	1.491	I’m gonna belt you for him 
00:15:27.152	927.152	00:15:28.796	928.796	00:00:01.644	1.644	What for? I said to her?
00:15:29.168	929.168	00:15:32.219	932.219	00:00:03.051	3.051	No, it’s you, you’re his girlfriend.
00:15:35.728	935.728	00:15:40.457	940.457	00:00:04.729	4.729	No, I don’t chase him, I said 
00:15:40.999	940.999	00:15:42.203	942.203	00:00:01.204	1.204	He’s only my `granny’.
00:15:42.999	942.999	00:15:46.084	946.084	00:00:03.085	3.085	She came over and punched me.
00:15:47.067	947.067	00:15:48.101	948.101	00:00:01.034	1.034	Pulled hair.
00:15:54.338	954.338	00:15:58.169	958.169	00:00:03.831	3.831	Don’t fight with me, I won’t hit you	
00:15:59.474	959.474	00:16:02.406	962.406	00:00:02.932	2.932	Leave me alone with my husband.
00:16:04.966	964.966	00:16:07.864	967.864	00:00:02.898	2.898	you leave that old man alone for nothing 
00:16:08.423	968.423	00:16:11.440	971.44	00:00:03.017	3.017	Old man sent me, I said to her.	
00:16:11.575	971.575	00:16:12.880	972.88	00:00:01.305	1.305	Old man sent me, I said to her.
00:16:13.220	973.22	00:16:14.745	974.745	00:00:01.525	1.525	He let me go drink 
00:16:15.702	975.702	00:16:17.974	977.974	00:00:02.272	2.272	I didn’t come after your men here
00:16:19.050	979.05	00:16:22.829	982.829	00:00:03.779	3.779	you keep these men I said to her
00:16:24.338	984.338	00:16:26.830	986.83	00:00:02.492	2.492	Yeah, she was angry at me
00:16:30.118	990.118	00:16:32.152	992.152	00:00:02.034	2.034	She hit me and knocked me over.
00:16:33.169	993.169	00:16:35.745	995.745	00:00:02.576	2.576	Aaa my husband picked ,me up.
00:16:37.186	997.186	00:16:40.236	1000.236	00:00:03.050	3.05	Get up… you’ve knocked her over. 
00:16:40.728	1000.728	00:16:42.846	1002.846	00:00:02.118	2.118	Leave her along 
00:16:43.287	1003.287	00:16:45.304	1005.304	00:00:02.017	2.017	She’s drunk, leave her alone.
00:16:45.915	1005.915	00:16:47.559	1007.559	00:00:01.644	1.644	You might hit her while she’s under the influence.
00:16:48.745	1008.745	00:16:52.609	1012.609	00:00:03.864	3.864	Dead, he said to his wife
00:16:53.627	1013.627	00:16:55.372	1015.372	00:00:01.745	1.745	leave her, stand up! 
00:16:57.202	1017.202	00:16:58.152	1018.152	00:00:00.950	0.95	Just leave her alone. 
00:16:58.321	1018.321	00:16:59.439	1019.439	00:00:01.118	1.118	Let her stand up.
00:17:00.168	1020.168	00:17:06.592	1026.592	00:00:06.424	6.424	she ran I grabbed her hair and I threw her down on the ground
00:17:06.982	1026.982	00:17:08.779	1028.779	00:00:01.797	1.797	I threw her down by her hair
00:17:12.355	1032.355	00:17:15.745	1035.745	00:00:03.390	3.39	When she’d fallen down I sat on her stomach. 
00:17:16.813	1036.813	00:17:24.440	1044.44	00:00:07.627	7.627	I hit her (from) on top, we fought, ow! Ow! I hit her
00:17:24.966	1044.966	00:17:28.033	1048.033	00:00:03.067	3.067	Grab her for me, she’s hitting me, this one. 
00:17:28.101	1048.101	00:17:29.728	1049.728	00:00:01.627	1.627	She’s hurting me, she said to him.
00:17:32.067	1052.067	00:17:33.847	1053.847	00:00:01.780	1.78	Well talk about fighting!   [Kriol]
00:17:37.202	1057.202	00:17:41.372	1061.372	00:00:04.170	4.17	You ? me, I’ll go home to my husband, I said to her 
00:17:43.152	1063.152	00:17:45.152	1065.152	00:00:02.000	2.0	They went and told the old man.
00:17:46.237	1066.237	00:17:48.559	1068.559	00:00:02.322	2.322	Old man said to me
00:17:49.288	1069.288	00:17:51.830	1071.83	00:00:02.542	2.542	Who all there in town  ?? ]
00:17:52.694	1072.694	00:17:56.067	1076.067	00:00:03.373	3.373	You go chasing men here in town,
00:17:56.559	1076.559	00:17:59.932	1079.932	00:00:03.373	3.373	No, I don’t follow and chase them [says Sally].
00:18:00.322	1080.322	00:18:02.661	1082.661	00:00:02.339	2.339	These women are jealous of me.
00:18:03.525	1083.525	00:18:06.897	1086.897	00:00:03.372	3.372	I’ll go to my mother.
00:18:07.559	1087.559	00:18:10.915	1090.915	00:00:03.356	3.356	Drinking grog.I said to her.
00:18:11.915	1091.915	00:18:15.796	1095.796	00:00:03.881	3.881	OK, stay now, let’s the two of stay here.
00:18:17.966	1097.966	00:18:19.661	1099.661	00:00:01.695	1.695	Old man was angry too. 
00:18:25.745	1105.745	00:18:30.389	1110.389	00:00:04.644	4.644	He went only after a while; don’t you beat up my wife when she’s drunk
00:18:33.169	1113.169	00:18:34.287	1114.287	00:00:01.118	1.118	OK
00:18:41.762	1121.762	00:18:43.745	1123.745	00:00:01.983	1.983	They fought with me.	
00:18:44.796	1124.796	00:18:50.168	1130.168	00:00:05.372	5.372	That woman ran [for?] nulla nulla    I ducked [Kriol]
00:18:51.101	1131.101	00:18:52.389	1132.389	00:00:01.288	1.288	I grabbed a shovel
00:18:52.440	1132.44	00:18:55.440	1135.44	00:00:03.000	3.0	I got a shovel now, good job it? [stick?] was there 
00:19:00.779	1140.779	00:19:05.694	1145.694	00:00:04.915	4.915	Crazy people like this now we fight.
00:19:06.898	1146.898	00:19:11.101	1151.101	00:00:04.203	4.203	
00:19:12.508	1152.508	00:19:14.152	1154.152	00:00:01.644	1.644	end of part checked with Sally]
00:19:18.999	1158.999	00:19:24.067	1164.067	00:00:05.068	5.068	There was a stick in the boughshade, we fought with, she came on with a nulla nulla
00:19:25.101	1165.101	00:19:27.202	1167.202	00:00:02.101	2.101	This same (kind) now maybe, no sense.
00:19:27.592	1167.592	00:19:29.457	1169.457	00:00:01.865	1.865	Leave leave that old man
00:19:30.389	1170.389	00:19:32.439	1172.439	00:00:02.050	2.05	He put the gudur away [Kriol]
00:19:33.067	1173.067	00:19:36.660	1176.66	00:00:03.593	3.593	He broke that stick. [Kriol]
00:19:37.999	1177.999	00:19:41.559	1181.559	00:00:03.560	3.56	He broke the guduru [nulla nulla] on that post there.
00:19:42.965	1182.965	00:19:45.101	1185.101	00:00:02.136	2.136	I grabbed the shovel [from her]
00:19:49.287	1189.287	00:19:50.406	1190.406	00:00:01.119	1.119	OK
00:19:50.457	1190.457	00:19:58.592	1198.592	00:00:08.135	8.135	I dodged, I dodged her
00:20:19.779	1219.779	00:20:31.491	1231.491	00:00:11.712	11.712	
00:20:32.117	1232.117	00:20:34.490	1234.49	00:00:02.373	2.373	I had hair like this.
00:20:36.338	1236.338	00:20:38.253	1238.253	00:00:01.915	1.915	The other woman grabbed me by the hair.
00:20:39.203	1239.203	00:20:42.762	1242.762	00:00:03.559	3.559	The other woman grabbed me by the hair.
00:20:44.254	1244.254	00:20:48.627	1248.627	00:00:04.373	4.373	This one here runs after (my) husband. 
00:20:49.406	1249.406	00:20:51.626	1251.626	00:00:02.220	2.22	I don’t follow your husband! 
00:20:52.203	1252.203	00:20:54.762	1254.762	00:00:02.559	2.559	That one is your husband, I said to her.
00:20:55.253	1255.253	00:20:57.931	1257.931	00:00:02.678	2.678	You’re lying, you’re lying!
00:20:58.356	1258.356	00:21:00.440	1260.44	00:00:02.084	2.084	She punched me.
00:21:00.694	1260.694	00:21:02.575	1262.575	00:00:01.881	1.881	I hit her (and made her yakay) again I said to her 
